THE GOOD SOCIETY,28.32,34.83,22.05,27.88,19.29,27.06,27.7,29,30.96,19.51,32.95,36.3
PERIHELION BREWERY,5.9,26.58,20.61,33.93,19.71,19.74,31.79,12.64,60.63,34.63,27.89,38.27
BLEWETT BREWING COMPANY,21.85,43.25,28,16.6,15.1,39.05,34.1,18.4,22.45,22.5,31.6,45.3
BOMBASTIC BREWING,0.38,10.35,0.46,6.9,0.29,,7.29,282.44,,1.25,,0.87
HAYWIRE BREWING CO,27,,,16.52,44.41,80.64,,20.27,,35.71,83.88,
YAKIMA CRAFT BREWING CO.,22.31,25.91,5.5,30.47,37.83,32.86,48.07,35.62,29.2,,25.01,20.24
OCCIDENTAL BREWING CO,45.93,63.36,22.11,39.31,,-2.31,40.32,-0.29,50.19,-0.48,22.88,46.39
NORTH SOUND BREWING CO,25.51,32.7,23.69,25.52,20.35,30.54,31.55,28.86,28.53,24.02,28.36,28.34
ELK HEAD BREWING,30.83,28.1,29.31,26.69,21.29,32.03,28.77,30.25,26.7,25.19,24.41,29.58
MAUI BREWING CO.,82.89,51.11,43.71,-3.82,52.92,-1.24,19.6,-2.46,-3.1,-4.57,89.84,18.6
WHEELIE POP BREWING,16.2,32.59,27.08,11.67,,34.34,29.9,27.86,28.38,32.68,35.71,47.37
WHITEWALL BREWING,16.82,31.59,27.71,28.39,20.64,30.91,22.75,39.96,35.7,19.73,22.26,27.49
WALLA WALLA STEAK CO/CROSS,22.11,103.23,21.77,10.34,16.69,42.34,,18.87,21.68,12.47,20.7,26.51
SPINDRIFT SPIKED CO. LLC,,,98,,,,,,,76,-7.27,226
DIVINE NECTAR INC,,,,,,,,,,,293.81,
WHISTLE PUNK BREWING,32,32.17,19.5,16.33,23.33,25,25,29.17,31.67,25.17,32.67,19.5
CASCADE LAKES BREWING CO,34.09,20.36,35.03,19.88,35.32,41.59,23.64,24.85,18.4,10.89,26.45,35.76
TERMINAL GRAVITY BREWING,,,78.85,21.12,24.91,31.54,43.98,44.41,56.82,,18.88,47.87
GLACIER BREWHOUSE,-3,18.99,18.5,-3.5,32,30,43.5,40.5,45,9,36.5,37.5
FIGUREHEAD BREWING COMPANY,52.72,31.75,11.58,19.51,19,25.23,31.77,,21.85,22.37,33.09,23.67
WANDERING HOP,27.68,25.94,20.66,17.29,12.95,17.54,32.96,43.04,28.07,19.69,34.73,20.59
LA CONNER BREWING COMPANY,53.71,27.1,,31.3,4.84,27.42,14.52,21.62,21.3,42.92,7.1,23.24
LAKE STEVENS BREWING,46.84,30.66,18,23.5,23.84,51.5,,,25.66,43.68,,22.5
VOLITION BREWING COMPANY,17.78,,,,13.59,20.36,,,83.38,25.58,84.98,20.62
BEACH CAT BREWING,18,,13.5,21,,52.5,,16,46.5,23,18,71
BIRDSVIEW BREWING CO,26.6,19.1,19.7,32.7,20.2,37.6,26.4,24.8,13.3,19.5,12,33.3
FRINGE BREWING,20,20.25,18.5,32,6.5,7.4,32.5,19.5,33.5,38.5,26.5,27.5
ODD OTTER BREWING COMPANY,,86,,43.59,,,,,72.42,60.75,,
MILLENNIUM PRODUCTS,34.58,,7.1,33.79,38.14,22.05,28.22,11.94,16.41,,55.36,21.07
WELDWERKS BREWING COMPANY,11.61,,20.48,,26.61,,19.29,87.54,14.79,29.86,,71.21
GIG HARBOR BREWING COMPANY,39.4,,34,36.6,,,36.7,,25.67,,28,90.5
REVISION BREWING COMPANY,-6.77,2.22,1.92,77.13,24.28,-1.06,,46.68,36.97,34.34,,42.85
MIGRATION BREWING,26.25,18.51,43.75,33,9.5,33.25,3,44.08,32.5,33.09,,19.75
5 NORTH BREWING COMPANY,28.27,23.14,14.83,28.48,26.14,25.81,22.47,25.83,24.65,16.04,13.17,18.49
BASTION BREWING COMPANY,,85.4,57.3,,,113.55,,,,,51.4,
UINTA BREWING COMPANY,57.41,-8.76,-3.29,19.48,105.91,-11.58,-7.9,30.73,34.36,31.55,-0.66,-0.36
KELLS BREWPUB,,,,,43,55,,50.5,36,44,,20.5
FLYERS RESTAURANT AND,,61.5,,62.25,,,68.5,,,55.5,,
TIMBER CITY GINGER BEER,24.64,29.86,19.28,19.34,13.17,28.51,25.45,23.12,24.52,16.04,16.01,26.6
GHOST RUNNERS BREWERY,23.81,23.6,16.89,18.49,18.35,19.99,23.1,25.44,24.85,18.67,26.82,23.73
JEREMIAH JOHNSON BREWING,-0.14,,34.69,29.17,17.18,56.49,-0.07,13.97,30.45,34.92,21.76,39.45
GOOD. HARD SELTZER,11.91,145.19,0.07,2.79,3.2,26.94,13.8,5.3,12.35,,15.9,2.36
XYZ BEVERAGE,-1.74,,37.74,30.19,,-0.51,75.47,45.28,,,,90.57
BADGER MOUNTAIN BREWING,22.59,21.66,21.25,,11,28.64,28.74,43.1,29.4,14.06,11.61,26.81
HEMLOCK STATE BREWING,20.87,18.79,18.53,18.53,20.9,32.44,18.88,20.9,21.58,18.28,25.16,20.27
POWERHOUSE RESTAURANT AND,,19.5,19.5,26,13,26,13,13,78,13,6.5,26
PENN COVE BREWING CO LLC,,,,,,,,,,77.94,155.46,
HUMBLE ABODE BREWING,28.38,20.64,17.55,29.76,10.5,14.7,29.73,17.95,12,17.85,29.4,17.78
BAD JIMMYS BREWERY,64.46,22.83,9,15.1,,25.99,26.99,20,22.4,5,8.66,16.5
BIG HOUSE BREW PUB,,,42,21,39,,28,21,49,,,67
COMMON LANGUAGE BREWING,15,22,4.5,,,50,3,47,22.5,13,42,10
GLORYBUCHA KOMBUCHA,39,29.05,18.2,19,,29.13,23,14.95,,19.89,24.2,26.05
OCTOPI BREWING,11.85,10.8,,33.51,9.92,16.21,8.71,26.13,3.87,,88.5,12.82
MASTERS BREWHOUSE,21,15,22.9,36.85,,35.82,17.7,20.25,21.09,34,,18.3
MOONSHOT BREWING,18.55,20.64,15.11,18.74,13.91,24.06,22.16,22.3,21.81,16.21,19.86,21.75
GIGANTIC BREWING COMPANY,15.59,18.09,16.88,26.15,5.36,21.38,5.45,23.08,33.8,18.07,28.83,23.96
SNOW EATER BREWING COMPANY,,,,,,,,,67.58,,151.35,
BICKERSONS BREWHOUSE LLC,9.25,51.79,12.8,,,24.09,15,,18.25,14.18,52.94,32.73
SLIPPERY PIG BREWERY,19.5,22.5,18,22.5,15,18,24,27,18,21,15,15
VALLEY HOUSE BREWING,22,22.1,36.6,18.4,16.8,23.6,32.1,14.5,28.6,,21.7,16.8
BEAR REPUBLIC BREWING,48.98,10.4,13.78,1.84,35.5,33.36,8.3,21.4,10.52,19.03,-8.75,34.38
LAUGHING DOG BREWING,20.66,18.9,18.42,18.52,7.06,28.32,18.86,29.04,28.98,15.44,21.58,7.58
SAGE BREWING COMPANY,12.26,22.27,15.86,19.67,15.87,28.51,11.68,18.74,35.21,26.81,10.34,13.47
TTS OLD IRON BREWERY & BBQ,20.21,25,25.48,9.2,7.4,13,57.8,19.4,,20,19.2,23.2
OAKSHIRE BREWING,2.32,26.53,5.78,12.42,20.91,-0.19,0.08,20.91,5.12,9.64,102.71,11.51
MT TABOR BREWING COMPANY,42.4,82.91,,50.54,,,,,,35.57,,
LUMBER HOUSE BREWERY,20.51,14.32,8.5,21.25,15.5,19.57,14.5,26.33,16.66,29.28,14,19.33
ACORN BREWING,19.85,38.14,21.58,,17.56,,21.58,35.22,19.85,19.72,19.68,19.55
SUZIES BREWERY COMPANY,39.71,1.7,5.06,15.38,23.44,9.76,9.25,40.96,34.92,15.39,-0.17,15.88
DEEP DRAFT BREWING,15.57,21.93,10.34,14.26,12.13,25.46,23.17,18.58,19.88,17.06,16.5,20.99
NORTH 47 BREWING CO.,8.5,20,9,18,18,21,18,26,16,19.5,15,24
GARLAND BREW WERKS,,,28.99,,13.59,34.1,,43.5,57.44,,54.73,
AVERY BREWING COMPANY,23.94,19.29,-1.51,21.5,29.58,26.73,-0.73,-1.15,29.24,13.4,-2.23,43.6
FLOODLAND BREWING COMPANY,,,,,,31.26,,42.03,54.9,,39.1,35.1
MENACE BREWING,21.03,,36.74,,38.24,,,31.3,17.89,,20.96,72.32
FOUR GENERALS BREWING,16.32,21.64,11.83,16.87,17.76,18.26,23.47,16.4,22.09,14.2,15.45,17.28
RUZZO,15.35,39.13,16.03,39.8,,20.01,31.37,8.3,9.17,5.34,4.06,23.29
BEST OF HANDS BARRELHOUSE,18.89,10.26,,10.25,15.25,29.88,18.28,17.57,13.31,15.16,16.92,23.33
LADD & LASS BREWING,15.74,23.6,19.99,15.22,7.29,9.48,15.8,15.8,17.66,18.72,22.9,25.06
AT LARGE BREWING AND,28,25.33,13.02,14.67,13.84,21.16,21.33,15.5,12.83,12.17,11.34,10
BELLWETHER BREWING COMPANY,13.16,11.83,16.16,23.66,7,14.67,22.66,12.33,19.67,20,19.16,21.84
UPRISE BREWING COMPANY,,58.29,34.37,,,1.7,,,,33.34,43.92,48.72
TOP DOWN BREWING COMPANY,15.81,17.4,13.26,,15.79,24.08,16.91,36.38,15.07,12.29,17.66,14.33
SPADA FARMHOUSE BREWERY,,15,24,18,27,-12,24,36,33,15,9,18
THIRSTY CRAB BREWERY,25,16,9,9,12,41,26,12,,13,,29
THE GRAIN SHED,,8.67,37.08,16.5,8.91,18.42,47.62,15.83,29.33,,18.17,19.25
STEAM DONKEY BREWING,17.66,,35.57,25.75,,21.82,36.87,15.25,,,18,47.23
ELLIOTT BAY BREWERY & PUB,20.72,20.92,7.11,20.8,21,21.4,20.84,6.8,,34.83,,13.68
ICONIC BREWING,13,,71.31,8.65,9.2,13.73,17.61,13.35,13.11,,16.25,74.23
LANTERN BREWING,13.9,20.41,16.95,10.37,8.83,18.36,20.91,12.38,13.03,16.49,18.41,23.9
MCMENAMINS EDGEFIELD,30,18.65,9.75,11.26,13.79,14.19,15.71,15.44,12.68,14.41,15.6,14.7
MONKLESS BELGIAN ALES,13.25,14.46,7.2,6.41,14.04,12.88,15.53,22.51,21.86,22.06,14.22,16.02
BALLAST POINT BREWING CO.,36.65,61.28,54.55,-10.17,54.55,-2.03,-7.27,-5.09,62.73,-2.18,-8.86,-7.27
MILLWOOD BREWING COMPANY,18.91,16.24,19.95,16.72,15.04,14.38,15.93,19.66,18.21,14.53,10.19,10.8
YOKED FARMHOUSE BREWERY,,,30.7,23.64,9.98,35.92,,,33.53,,,64.87
FIRED UP BREWING,,,12.23,16.1,14.51,12.82,23.74,12.82,29.24,7.56,18.53,31.2
PROPOLIS BREWING,28.72,26.4,16.11,20.16,3.48,13.54,23.64,-1.34,11.98,9.86,17.36,12.07
ROSLYN BREWING COMPANY,20.66,51.01,14.73,19.56,,,40.69,,,14.52,,18.83
COMMUNITEA KOMBUCHA,17.73,24.23,12.24,15.95,,,16.15,29.64,18.35,41.02,,
ABITA BREWING COMPANY LLC,14.48,23.96,14.52,,33.75,,18.47,21.41,8.92,2.9,25.55,11.98
SQUEEZE HARD SELTZER,,110.27,10.42,2.48,2.29,16.23,,15.87,5.17,4.63,3.57,
LITTLE BEAST BREWING,72.83,56.28,,-0.77,,,,,,31.63,,
KINGS & DAUGHTERS BREWERY,18.22,15.59,20.22,10.93,2.28,12.38,19.8,13.55,13.66,0.54,28.25,24.5
RIVER MILE 38 BREWING CO,10.57,16.18,8.34,15.11,10.23,26.42,13.35,14.18,13.43,11.17,13.75,14.77
GALLAGHERS WHERE U BREW,14.24,3.07,17.93,31.23,,3.77,18.23,16.58,,18.06,35.99,17.68
THE HEAVY METAL BREWING CO,21.25,,,21.5,,,20.75,,,37,,58.25
MIRAGE BEER,21.61,22.42,11.16,18.17,1.59,6.57,10.27,17.76,15.19,19.81,17.2,7.43
LAURELWOOD BREWING CO.,-30.53,44.82,81.04,-21.18,-20.25,,-3.4,-5.71,25.68,81.72,107.94,-23.2
BLACK FLEET BREWING,13.51,22.1,11.05,12.94,9.42,17.08,15.74,11.94,16.44,9.56,11.98,14.67
HARVESTER BREWING,20.75,19.75,7.58,11.24,13.48,18.17,13.71,8.13,9.65,12.99,10.33,16.5
TEMPERATE HABITS BREWING,22,12,,15,6,15,12,18,12,18,12,12
SMOKING MOS,13.57,16.5,11.11,13.32,7.05,17.1,15.42,17.29,15.85,12.29,9.34,13.66
TWELVE PERCENT LLC,,,,45.45,101.6,,,6.66,,-2.81,,
CLAIM 52 BREWING,16.74,18.59,13.49,,17.86,15.15,,30.12,10.73,16.44,13.18,11.85
WEST SEATTLE BREWING CO,25.8,48.12,13.07,,4.72,,48.62,,,22.03,,
BOTTLE LOGIC BREWING LLC,9.9,38.17,13.6,,,12.99,6.65,28.19,10.08,12.06,12.42,18.5
FIVE DOLLAR RANCH BREWING,9.9,16.16,17.67,9.58,10.04,17.3,15.06,14.35,12.6,12.34,14.31,17.22
EVASION BREWING INC,13.95,13.32,12.58,16.14,7.5,20.26,9.63,12.02,8.78,12.26,26.52,5.46
EQUILIBRIUM BREWERY,12.04,24.14,11.31,22.09,13.81,14.29,3.01,5.97,23.1,2.8,10.03,9.57
HOQUIAM BREWING COMPANY,,,,,17.23,24.66,,23.62,20.75,24.71,,29.7
DOUBLE BLUFF BREWING,14.03,14.35,6.77,9.35,8.23,16.94,12.58,14.84,14.03,12.1,11.29,12.42
BENT BINE BREW CO,9.5,51.6,,39.3,,,11.92,,,24.8,,
DUBTOWN BREWING COMPANY,14.5,19,9.5,19,5,4.5,9.5,4.5,19,19,14.5,5
BICKERSONS BREWHOUSE,9,11.06,6.97,24.05,11.61,10.7,13.01,16.28,10.83,7.1,9,9.38
DOWNPOUR BREWING,12,12,,21,,,15,12,12,24,,24
BOTTLE BAY BREWING CO.,,,,4,,,46,,,,80,
FOUR-EYED GUYS BREWING CO.,11.82,11.33,15.67,15.5,8.5,7.1,25.3,13.16,,19.67,,16.67
OTHER HALF BREWING COMPANY,7.7,5.8,13.3,10.6,18.4,7.6,9.3,7.7,12.2,16.9,10.3,19.3
WILD MAN BREWING COMPANY,8.22,16.62,9.27,9.65,12.96,8.84,14.63,8.21,10.44,10.64,12.94,12.2
CHIEF SPRINGS FIRE & IRONS,9.71,10.83,10.7,21.87,,11.41,18.56,13.36,9.97,17.52,,10.72
DOGHAUS BREWERY,9,17.25,7,10.25,3.75,13.25,17.25,5.75,11.5,4.25,14,16.25
POTLATCH BREWING CO.,6.1,13.5,,8.44,3.66,27.32,,,27.42,10.22,9.36,15.93
MULE AND ELK BREWING,,11.97,15.9,12.42,9.59,8.44,10.36,16.03,11.79,14.57,5.19,21.04
CALDERA BREWING COMPANY,2.02,21.05,3.85,10.2,7.36,12.5,11.28,5.48,19.54,9.28,9.5,12.9
MIDDLETON BREWING,,,,8,12,22,22,14,,42,,
SHOUG BREWING COMPANY,10.25,11.5,15.75,7.25,6.25,5.25,9,9.25,10.75,10.5,12,26.75
ASCENDANT BEER COMPANY,5.61,-2.79,4.24,19.29,6.14,11.76,12.73,7.9,21.8,2.94,19.83,13.1
DUVEL MOORTGAT USA,-31.96,15.03,-2.22,-42.12,13.64,1.65,6.62,13.51,100.17,20.43,-26.23,46.83
SLAUGHTER COUNTY BREWING,,,,,41,,43,32,,,,
ANOTHER ROUND BREWING CO,12.57,14.81,9.94,,,11.72,13,11.63,13.29,12.59,10.93,15.18
ALESMITH BREWING COMPANY,,,,,,,14.56,11.48,35.92,23.58,,29.56
SWEETWATER BREWING COMPANY,19.58,-2.03,68.95,18.72,21.77,,,35.26,,29.69,,-10.51
DIRTY COUCH BREWING,33.12,,,,,,17.28,,,61.86,,
RAILSIDE BREWING,19,,,21,,24,,,14,17.55,,15.6
HEATER ALLEN BREWING,5.92,11.71,7.54,4.65,21.38,13.84,9.43,16.69,10.57,14.05,1.78,
DISCOVERY BAY BREWING,10.45,13.36,6.3,6.56,7.1,14.37,11.19,9.29,11.77,4.74,9.48,11.2
MOUNTAIN LAKES BREWING,14.6,10.36,,8.17,5.84,9.17,24.19,9.01,,9.01,13.69,4.84
MOUNTAINS WALKING BREWERY,,,,7.74,,3.39,8.02,13.55,5.8,70,,
RIVER TIME BREWING,,26.3,,,22.67,,,,35.03,24.17,,
SAVAGE BREWING COMPANY,10,,28,,,14,21,21,,,21,21
STICKMEN BREWING COMPANY,8.39,,,-0.29,42.38,17.6,,,,14.95,,23.87
HOOD CANAL BREWING COMPANY,14.71,15.6,4.2,,,18.76,14.59,11.61,7.34,,16.17,8.11
DRUNK FRUIT,43.54,-1.38,,,17.42,3.96,-0.38,,-6.14,,54.14,-5.45
BORA ENTERPRISES,,60.97,,,,44.7,,,,,,
ANCESTRY BREWING,3.7,34.29,-2.75,4.89,,-0.75,9.08,-4.93,-2.29,25.32,29.63,4.48
MORTALIS BREWING COMPANY,,12.9,,,,29.54,6,4,,21.62,16.96,11.87
NATURAL 20 BREWING CO,52,,,,,,,50,,,,
PRESTIGE BEVERAGE GROUP,,41.3,,,,19.43,13.97,,12.75,,,12.76
BEVERAGE INNOVATION CORP.,,,,,75.48,,,22.63,,,,
EXPLORER BREWING COMPANY,8.91,12.71,18.86,8.75,8.2,11.2,10.03,10.56,7.98,,6.46,12.38
CRANES CASTLE BREWING,8.33,9.38,8.04,7.78,7.2,9.95,9.47,10.53,9.7,7.53,9.5,7.7
CROOKED LABEL BREWING,6,12,9,6,6,9,9,6,6,12,12,12
POST FALLS BREWING COMPANY,4.33,18,2.17,6,9,12.5,7.5,11.17,13.5,7,3,3.67
NORTHERN ALES,14.35,11.5,11.5,3.27,,15.02,,13,,38.3,,
FAT HEADS BREWERY,23.83,4.34,,,6.57,,16.13,,2.63,8.73,5.85,25.16
WALLACE BREWING,12.09,33.03,4.06,,,-1,7.58,13.85,11.63,1.45,7.9,6.69
ASHTOWN BREWING COMPANY,8.32,8.3,8.36,8.64,8.3,16.94,,11.75,7.43,7.31,16.11,
LOST WOODS BREWERY,24,15,58,,,,34,20,,,,
450 NORTH BREWING COMPANY,,,,,,,,,,,,92.93
THE STATION U-BREW,9.36,4.84,9.03,9.03,8.71,6.78,7.74,12.26,9.36,7.42,7.42,10
SNOTOWN BREWERY,14.15,6.33,8.42,7.33,5.99,12.83,4.8,10.64,14.16,5.16,4.99,6.16
FIVE STAR BREWING CO INC,39.63,,,19.81,,,,,,,13.21,19.81
CRUCIBLE BREWING CO.,3.5,13.33,34.5,17.61,0.67,12.5,,12.5,21.4,7.17,,3.5
UPRIGHT BREWING COMPANY,,12.35,2.67,20.98,12.07,6.81,,,20.57,-5.96,14.95,10.18
MT BREW,,36.04,10.03,,,,16.94,,14.43,5.69,9.53,9.21
EPIC BREWING COMPANY,,26.77,,10.11,,,,7.5,14.59,,32.6,
SASQUATCH BREWERY,15.71,6.46,,23.09,12.37,7.69,,,5.24,11.19,4.45,5.24
PARISH BREWING COMPANY,,5.32,6.05,13.72,17.81,11.71,3.87,4.35,10.16,,7.74,13.53
903 BREWERS,,,2.54,,,2.9,20.05,43.73,,7.38,5.23,8.8
REDHOOK ALE BREWERY,,,,,12.67,50.33,14.67,,,,,9.67
PRAIRIE ARTISAN ALES,18.96,5.01,,26.7,,2.18,8.71,3.63,,10.89,4.75,5.66
NATURAL 20 BREWING CO.,,86,75,,,,,,,,,
OUTLANDER BREWERY AND PUB,10,6.88,14.5,7.32,14,21.15,19,,,,3.5,4
DWINELL COUNTRY ALE,8.1,17.94,0.41,10.8,1.52,6.8,6.24,6.26,7.28,4.52,7.81,8.3
IMPRINT BEER CO.,14.23,,7.69,,,1.74,11.73,20.35,,25.71,11.28,
5TH LINE BREWING CO.,6.78,5.96,7.13,4.78,4.7,10.18,14.38,7.79,5.78,7.12,9.21,7.05
LOPEZ ISLAND BREWING,4.7,17.25,1.33,7.17,,12.53,12.07,12.08,4.81,0.83,6.84,5.23
PAYETTE BREWING COMPANY,29.42,,3.41,11.63,,,2.18,11.63,-1.45,13.26,,16.54
LOVECRAFT BREWING,2,22,,10,6,,8,1,,9,2,21
AUDACITY BREWING,8.8,12.23,6.48,5.83,8.33,8.45,4.32,2.59,10.03,4.5,7.13,8.5
WILD RIDE BREWING,,,,,8.18,8.67,,19.14,17.95,11.21,,15.38
STORMBREAKER BREWING,13.09,11.78,5.88,13.22,,23.68,,,,8.97,9.61,
HORSE HEAVEN HILLS BREWERY,5,10,5,,5,5,10,15,15,5,5,5
JIANT KOMBUCHA,,79.55,,,,,,,,,,
LAHT NEPPUR BREWING AND,17.5,14,,7,,7,7,3.5,,,13,10.5
TIMBER PATCH BREWING,6,10.96,5.46,6.16,4.5,8.16,7.14,6.66,7.65,5.82,6.46,9.44
BREAKTHRU BREWING COMPANY,4,12,10,11.5,15,4.5,4.5,,8,8,11,
REVOLUTION BEER LLC,12.34,4.11,,8.71,,6.6,5.56,,8.23,10.16,10.89,11.61
VICE BEER,,,,,,10.17,,,,68.25,,-0.39
STORMY MOUNTAIN BREWING,7.5,4,6,10.5,,12.5,5.5,8,9,4.5,7.5,9
REMLINGER FARMS,,40,6.17,,,,7.37,,6.22,17,,7.37
PARK STREET IMPORTS,5.73,22.83,,12.5,-6.02,25.85,-0.22,,,,17.19,
NO DROUGHT BREWING COMPANY,7.72,,13.27,6.98,13.47,19.38,,7.39,,,,22.82
SADDLE ROCK PUB,10,8,5.97,12.07,5.61,6.16,14.06,,,7.74,6,7.94
WICKED TEUTON BREWING,5,5.5,,5.5,6,8.83,9.5,6.67,7.75,7.67,6.55,7.83
PAPER STREET BREWING,,24,29,15,,,,,10.3,26,,
MARTIN HOUSE BREWING,8.71,,4.72,9.43,,2.9,4.11,7.26,5.37,5.8,24.3,7.26
TRICKSTERS BREWING COMPANY,9.55,5,5.56,5.34,11.39,2.5,15.66,5.39,9.11,0.83,1.5,8.66
LAKE CHELAN BREWERY,,,8,,14,,,5,30,,7,18.5
WATTS BREWING CO.,,11.33,19.35,1.67,,3.33,,,0.17,16.33,18.17,22.83
SQUARE WHEEL BREWING,12.25,11.63,,1.5,3.42,8.5,13.75,4.25,7.25,,0.25,10.75
NEW IMAGE BREWING COMPANY,,,,,,,,,28.7,15.81,,28.24
RAIL HOPN BREWING CO,,13.5,9,9,9,,9,9,13.5,9,,
WILLAPA BREWING CO,9.14,8.62,3.84,6.82,2.67,1.98,9.3,5.16,6.48,4.47,9.43,6.81
NORTHWEST PEAKS BREWERY,16,,,12,10,,20,12,,,,
SHADES BREWING,,21.5,10.04,,,28.4,,,,,,19.2
FOB BREWING COMPANY,,8,,25,,,11,,,25,,
NUDE BEVERAGES USA,,,,,69.7,,,-0.73,,,,
BROTHER ASS BREWING,3.02,7.39,4.53,14.37,4.29,6.33,8.65,,7.03,7.33,4.28,5.91
TRIMTAB BREWING CO.,,6.4,,21.55,20.49,,,,13.73,4.77,,0.86
GENUS BREWING & SUPPLY,6.45,5.82,4.11,5.78,5.82,6.86,6.77,8.3,5.54,3.92,5.9,6.34
EVIL TWIN BREWING,,,5.85,,5.81,15.58,12.63,,7,,22.1,4.36
BEER TREE BREW CO,11.64,,3.87,33.37,6.58,,8.7,,,2.91,,3.87
QUARTZITE BREWING COMPANY,5.83,9.17,6.75,,2.34,9.25,8.33,,7.83,6.92,8.08,9
ATWOOD ALES,,9.23,10.67,7.71,,6.48,11.79,5.42,11.71,7.7,,6.61
THE BRUERY,,,2.12,-0.2,7.31,7.87,20.5,8.8,,3.26,2.12,15.95
FICKS & CO,3.95,,,,,18.55,,,,,41.69,
GARDEN PATH FERMENTATION,4.46,7.24,3.2,3.13,2.96,7.84,6.62,10.68,6.45,4.09,2.87,6.79
HOH RIVER BREWERY,2,6.51,5.66,5.11,,3.02,6.03,6.31,5.42,8.39,13.28,6.82
SCYTHE BREWING COMPANY,,25.89,,,,3.9,,,3.44,29.3,,
TIN DOG BREWING,4.22,14.76,,3.17,3.56,,11.15,3.23,10.4,2.26,4.69,4.16
BIERLY BREWING,5.8,3.77,1.26,4.31,0.39,6.53,6.69,9.2,8.08,4.91,6.45,4.8
ALE SPIKE,5.25,6.75,3.41,4.1,1.94,6.57,6.56,6.45,6.25,5.96,5.82,5.25
IN THE SHADOW BREWING,4.32,5.16,4.62,3.83,2.83,8.91,7.82,4.09,3.83,4.97,5.99,8.85
VIKS DISTRIBUTORS,,,,,,,,18.29,21,,,21.23
OUTER PLANET CRAFT BREWING,4.39,5.59,4.84,,4.31,6.64,6.58,10.42,5.4,4.98,6.43,5.53
OFF-CAMBER BREWING,,,59.08,,,,33.79,26.44,,,,
MONKA BREWING COMPANY,9,15,9,6,,3,9,6,,,9,3
SINGING HOPS BREWING,4.11,10.7,0.83,10.66,3.93,9.35,4.16,,6.18,1.94,6.67,1.59
GEAUX BREWING,,37.59,,21.26,,,,,,,,
CAMAS BREWING CO,,23.5,,,,,,18,-1.25,,9.58,8.75
REEDS INC. DBA REEDS (DE),,,,,,,,,,14.71,23.42,18.87
EAST END BREWING CO.,53.57,,,,,,,,3.13,,,
JONES CREEK BREWING,6.42,7.01,3.93,2.56,5.57,7.33,4.58,5.8,4.02,5.26,8.04,
FIELDWORK BREWING COMPANY,13.63,,16.54,15.57,,,27.26,,,,,
HOP CHAOS BREWING COMPANY,,5,13,1,7,15,,10,5,,10,3
MASTHEAD BREWING COMPANY,,14.24,15.46,,40.74,,,,,,,
JM CELLARS COMPANY,11.5,3.25,,8.5,2,6.25,12.3,,5.5,,,5.33
HOP BUTCHER FOR THE WORLD,,,,5.8,,8.72,,8.71,,19.37,,11.63
THREE BULL BREWING CO,5.97,12.2,2.18,2.23,4.56,5.89,4.13,3.99,3.04,3.94,4.34,3.33
VASHON BREWING LLC,8.28,5.83,,2.17,2.17,17.32,,,5.68,1.79,2.75,7.34
TILTED TREE HARD CIDER,,4.63,15.76,,,17.84,,,,4.2,8.4,17.15
SCAMP BREWING COMPANY,6,3,6,3,3,6,6,4.17,9,3,6,3
MAGNIFY BREWING COMPANY,4.8,7.25,3,,6.77,6.77,,3.83,,5.8,10.3,5.82
MAELSTROM BREWING COMPANY,4.61,4.76,2.96,4.41,3.71,6.23,6.13,5.21,4.6,3.22,3.54,4.78
OLD TOWN BREWING CO.,10.01,2.94,2.28,0.93,20.78,-1.11,4.05,9.07,9.51,0.38,1.82,-7.58
BURLEY OAK BREWING COMPANY,5.8,5.8,1.93,,,16.6,5,,,5.91,6.2,4.8
ROCKY COULEE BREWING,10.64,3.06,1.25,2.74,3.98,1.23,4,2.35,4.25,3.39,4.96,8.92
DREADNOUGHT BREWING,,,,4,4.5,8.5,,5.5,9.5,9,,8.5
BIZARRE BREWING,,,30.88,,,,,,,21.97,27.51,
HOPPIN FROG LIMITED,14.21,11.63,7.12,2.9,,,4.11,,7.26,,6.47,2.9
HIGH WATER BREWING,5.87,,,13.65,,19.45,,,,10.47,,
DIAMOND KNOT BREWPUB @ MLT,9.82,4.29,,,9.5,10.01,,,9.74,2.42,,2.94
TROOBADO,,3.63,4.06,20.9,,6.1,,,,4.06,,13.94
TAKARA SAKE USA,5.23,5.23,,,5.23,,10.46,5.23,,,10.45,5.23
PAPAS CASINO RESTAURANT &,2.96,8.31,2.87,,5.13,,8.71,3.13,2.5,,2.42,13.42
WESTBROOK BREWING COMPANY,,,2.66,10.16,,5.32,8.53,8.71,,8.71,,4.84
MODIST BREWING CO,5.13,3.39,5.32,,9.67,,8.71,3.87,6.77,8.71,,
OGRES BREWING,3.5,5.5,3.5,3.93,2.7,5.5,4.67,4.5,3.5,3,4,5
THE HIDDEN MOTHER BREWERY,,,,1,48.14,,,,-3.38,,,
ELDER PINE BREWING &,,4.35,,7.26,,6.96,4.84,3.87,7.34,2.9,7.8,
MOONRAKER BREWING,,9.03,,,,,,15.54,10.65,10.04,,
GRIMM ARTISANAL ALES,,,,,,9.89,6.22,16.92,,,12,
RIVER NORTH BREWERY,4.38,3.84,,5.05,2.92,1.34,6.24,3.65,1.81,5.84,4.65,5.31
UNE ANNEE BREWERY,21.62,,,,,,4.19,,6.41,,12.79,
